job_type,experience,role,industry,company_size,company_type,salary,remote,location,tags
Full-time,None,None,"Cloud Services, Information Technology",10k+ people,Public,None,None,"Hyderabad,India","['linux', 'aws', 'kafka', 'sql', 'java']"
Full-time,Senior,None,"Electronics, Industrial Automation, Software Development / Engineering",10k+ people,Public,None,None,"Bengaluru,India","['java', 'xml', 'web-services']"
Full-time,"Junior, Mid-Level, Senior",DevOps,"Computer Software, Data & Analytics, Information Technology",201–500 people,Private,None,On-siteandlimitedremote,"Ratingen,Deutschland",[]
Full-time,None,None,None,None,None,None,None,"Pune,India","['c#', 'asp.net', 'vb.net']"
Full-time,"Junior, Mid-Level, Senior",None,"Cloud Computing, Consulting",51–200 people,Private,€50k - 85k (Euros),None,"Warsaw,Poland","['kubernetes', 'go', 'python', 'cloud', 'terraform']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Kyoto,Japan","['php', 'laravel', 'swift']"
Full-time,None,Frontend Developer,None,None,None,None,None,"Pune,India","['javascript', 'reactjs', 'css']"
Full-time,None,None,None,None,None,None,None,"ChiyodaCity,Japan","['ruby-on-rails', 'ruby', 'javascript']"
Full-time,"Junior, Mid-Level, Senior",Backend Developer,"SaaS, Software Development",11–50 people,Private,€40k - 70k (Euros),None,"Bielefeld,Deutschland","['rest', 'java', 'spring-boot', 'jpa', 'sql']"
Full-time,None,None,None,None,None,None,None,"ChiyodaCity,Japan","['java', 'sql', 'java-ee']"
Full-time,None,None,None,None,None,None,None,"Fukuyama,Japan","['php', 'javascript', 'java']"
Full-time,None,"Frontend Developer, Product Manager",None,None,None,None,None,"Pune,India","['python', 'django', 'project-management']"
Full-time,None,None,None,None,None,None,None,"Indore,India","['php', 'wordpress', 'continuous-integration']"
Full-time,None,None,None,None,None,None,None,"Pune,India","['wordpress', 'mysql', 'javascript']"
Full-time,None,Mobile Developer,None,None,None,None,None,"ShibuyaCity,Japan","['android', 'ios', 'iphone']"
Full-time,"Junior, Mid-Level, Senior",Frontend Developer,"Agile Software Development, DevOps, IT Consulting",51–200 people,Private,€45k - 75k (Euros),On-siteandlimitedremote,"Wolfsburg,Deutschland",[]
Full-time,None,None,None,None,None,None,None,"ChiyodaCity,Japan","['java', 'python', 'sql']"
Full-time,"Mid-Level, Senior",Desktop Developer,"Enterprise Software, Financial Technology",1k–5k people,Public,None,None,"Melbourne,Australia","['c++', 'sql']"
Full-time,Mid-Level,Backend Developer,"Legal Technology, Talent Marketplace",1k–5k people,Private,None,None,"Bellevue,WA","['node.js', 'api', 'javascript']"
Full-time,None,None,None,None,None,None,None,"Osaka,Japan","['java', 'vb.net', 'c#']"
Full-time,"Junior, Mid-Level, Senior","Backend Developer, Full Stack Developer","Business Intelligence, Enterprise Software, Government",201–500 people,Private,€42k - 90k (Euros),On-siteandlimitedremote,"Erfurt,Deutschland",[]
Full-time,"Mid-Level, Senior",None,"Financial Services, Insurance",1k–5k people,Public,None,On-siteandlimitedremote,"Zürich,Switzerland",[]
Full-time,None,None,None,None,None,None,None,"Osaka,Japan","['css', 'html', 'html5']"
Full-time,None,None,None,None,None,None,None,"Pune,India","['reactjs', 'javascript']"
Full-time,None,None,None,None,None,None,None,"Kobe,Japan","['php', 'javascript']"
Full-time,"Mid-Level, Senior, Lead",Mobile Developer,"Cloud Services, Information Technology",10k+ people,Public,None,None,"Vancouver,BC,Canada","['ios', 'android', 'mobile', 'c++']"
Full-time,None,None,None,None,None,None,None,"Mumbai,India","['java', 'spring', 'spring-mvc']"
Full-time,None,None,None,None,None,None,None,"ChiyodaCity,Japan","['vb.net', 'c#']"
Full-time,Mid-Level,Backend Developer,"Communications, Creative Services, Travel & Tourism",51–200 people,Private,€35k - 45k (Euros),On-siteandlimitedremote,"Milano,Italy",[]
Full-time,None,None,None,None,None,None,None,"Nagoya,Japan","['reactjs', 'javascript', 'html']"
Full-time,"Senior, Lead",None,"Agile Software Development, Bitcoin, Cryptocurrency",51–200 people,Public,None,None,"München,Deutschland","['oop', 'python', 'linux', 'kubernetes', 'ansible']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Narita,Japan","['android', 'ios', 'swift']"
Full-time,None,None,None,None,None,None,None,"MinatoCity,Japan","['java', 'java-ee', 'sql']"
Full-time,None,None,"Consumer Electronics, Information Technology, Retail",1k–5k people,Private,None,None,"Rotterdam,Netherlands",['cloud']
Full-time,None,None,None,None,None,None,None,"Hyderabad,India","['java', 'spring', 'java-ee']"
Full-time,None,None,None,None,None,None,None,"Nagoya,Japan","['php', 'linux', 'javascript']"
Full-time,None,None,Consumer Electronics,10k+ people,Public,None,None,"Cupertino,CA","['amazon-web-services', 'java', 'scala']"
Full-time,None,Mobile Developer,None,None,None,None,None,"ChiyodaCity,Japan","['ios', 'java', 'reactjs']"
Full-time,None,None,None,None,None,None,None,"MinatoCity,Japan","['django', 'python', 'postgresql']"
Full-time,Senior,DevOps,"Agile Software Development, Banking, Insurance",201–500 people,Private,None,None,"München,Deutschland","['php', 'node.js', 'linux', 'continuous-deployment']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Bengaluru,India","['android', 'java', 'spring']"
Full-time,"Mid-Level, Senior",Backend Developer,"Agriculture, Food & Beverage, Information Technology",10k+ people,Public,None,None,"Porto,Portugal","['java', '.net', 'c#', 'web-development-server']"
Full-time,None,None,None,None,None,None,None,"Bengaluru,India","['php', 'oop', 'mysql']"
Full-time,None,Mobile Developer,None,None,None,None,None,"SahibzadaAjitSinghNagar,India","['reactjs', 'javascript', 'android']"
Full-time,"Mid-Level, Senior",Full Stack Developer,"Healthcare, Software Development",51–200 people,Private,None,On-siteandlimitedremote,"Vancouver,BC,Canada",[]
Full-time,None,None,None,None,None,None,None,"ChiyodaCity,Japan","['c#', 'java', 'c#-4.0']"
Full-time,None,None,None,None,None,None,None,"Paramus,NJ",[]
Full-time,Senior,"Frontend Developer, QA/Test Developer","eCommerce, Enterprise Software, Web Technology",51–200 people,VC Funded,None,Remote,Noofficelocation,"['typescript', 'reactjs', 'graphql', 'testing']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Chennai,India","['ios', 'reactjs', 'objective-c']"
Full-time,"Mid-Level, Senior",None,"Agile Software Development, Banking, Real Estate",201–500 people,VC Funded,None,None,"Hamburg,Deutschland","['amazon-web-services', 'node.js', 'agile']"
Full-time,None,None,None,None,None,None,None,"Noida,India","['php', 'mysql', 'wordpress']"
Full-time,None,None,None,None,None,None,None,"CedarFalls,IA","['javascript', 'design']"
Full-time,Mid-Level,Full Stack Developer,"Artificial Intelligence, Recruiting",11–50 people,VC Funded,$110 - 150 (US Dollars),None,"NewYork,NY","['javascript', 'python', 'vue', 'react', 'angular']"
Full-time,"Mid-Level, Senior",Database Administrator,"Banking, Finance, Financial Technology",1k–5k people,None,None,None,"FrankfurtamMain,Deutschland","['sql', 'etl', 'database', 'data-warehouse', 'business-intelligence']"
Full-time,"Mid-Level, Senior",Backend Developer,Software Development / Engineering,501–1k people,Private,€70k - 90k (Euros),None,"München,Deutschland","['java', 'spring-boot', 'amazon-web-services', 'microservices', 'docker']"
Full-time,None,"Frontend Developer, Mobile Developer",None,None,None,None,None,"Noida,India","['jquery', 'javascript', 'android']"
Full-time,"Mid-Level, Senior","Database Administrator, System Administrator","Information Technology, Software Development, Telecommunications",51–200 people,Private,€60k - 85k (Euros),None,"Hannover,Deutschland","['mysql', 'linux', 'galera', 'nosql', 'database-administration', 'sysadmin']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Bengaluru,India","['android', 'java', 'mobile']"
Full-time,None,None,None,None,None,None,None,"ChiyodaCity,Japan","['php', 'perl', 'mysql']"
Contract,"Mid-Level, Senior, Lead",None,Software Development / Engineering,51–200 people,VC Funded,None,Remote,Noofficelocation,"['python', 'java', 'ruby', 'javascript', 'c#']"
Full-time,None,None,None,None,None,None,None,"Ahmedabad,India","['php', 'javascript', 'wordpress']"
Full-time,None,DevOps,"Machine Learning, Mobile, Software Development / Engineering",10k+ people,Public,None,None,"Boston,MA","['amazon-web-services', 'cloud', 'python']"
Full-time,"Mid-Level, Senior",Mobile Developer,"eCommerce, Internet Classifieds, Marketplace",51–200 people,Private,None,None,"Stuttgart,Deutschland","['android', 'mobile', 'google-app-engine', 'android-studio']"
Full-time,Senior,Full Stack Developer,"Communications, Digital Health, Healthcare",11–50 people,Private,£50k - 65k (British Pounds),None,"Oxford,UK","['python', 'postgresql', 'django', 'angular', 'ionic-framework']"
Full-time,"Lead, Manager",None,"Digital Agency, Financial Technology, Insurance",11–50 people,Private,$150k - 175k (US Dollars),None,"Washington,DC","['asp.net-mvc', 'amazon-web-services', 'json', 'mongodb', 'ruby-on-rails']"
Full-time,"Junior, Mid-Level",Mobile Developer,"Mobile, Web Design, Web Development",11–50 people,Private,$40k - 60k (US Dollars),On-siteandlimitedremote,"NewYork,NY",[]
Full-time,None,Mobile Developer,None,None,None,None,None,"Pune,India","['android', 'java', 'mobile']"
Full-time,Mid-Level,Backend Developer,"Cybersecurity, Online Education, Web Technology",51–200 people,Private,£30k - 45k (British Pounds),None,"Bristol,UK","['ruby', 'ruby-on-rails', 'rspec', 'reactjs', 'amazon-web-services']"
Full-time,None,None,None,None,None,None,None,"Hyderabad,India","['laravel', 'php', 'mysql']"
Full-time,Senior,None,"eCommerce, Price Comparison, Online Portal",501–1k people,Private,None,None,"Heidelberg,Deutschland","['node.js', 'javascript', 'angular', 'reactjs', 'microservices']"
Full-time,None,None,None,None,None,None,None,"MinatoCity,Japan","['cloud', 'http', 'javascript']"
Full-time,Mid-Level,None,None,None,None,None,None,"Mannheim,Germany",['design']
Full-time,"Junior, Mid-Level, Senior",None,"blockchain, Information Services, Information Technology",11–50 people,Private,None,None,"NewYork,NY","['java', 'python', 'blockchain', 'smartcontracts']"
Full-time,None,None,None,None,None,None,None,"Fuchu,Japan",['.net']
Full-time,"Lead, Manager",DevOps,"Cloud Computing, Data & Analytics, Security",51–200 people,Private,None,None,"Richmond,VA","['cloud', 'amazon-web-services', 'devops']"
Full-time,None,None,None,None,None,None,None,"ChiyodaCity,Japan","['scala', 'laravel', 'php']"
Full-time,None,None,Consumer Electronics,10k+ people,Public,None,None,"Sacramento,CA","['design', 'css', 'html']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Chennai,India","['android', '.net', 'c#']"
Full-time,None,Mobile Developer,"Computer Vision, Machine Learning",1k–5k people,Public,None,None,"SanFrancisco,CA","['continuous-integration', 'c++', 'c']"
Full-time,"Mid-Level, Senior",None,"Banking, Information Technology, Insurance",11–50 people,Private,€60k - 70k (Euros),None,"Lugano,Switzerland","['selenium', 'automated-tests', 'webdriver', 'selenium-webdriver', 'java']"
Full-time,None,None,None,None,None,None,None,"Noida,India","['php', 'wordpress', 'mysql']"
Full-time,"Mid-Level, Senior","DevOps, System Administrator","DevOps, Information Technology, IT Consulting",11–50 people,Private,€50k - 80k (Euros),None,"Cologne,Germany","['amazon-web-services', 'linux', 'cloud', 'docker', 'kubernetes', 'sysadmin']"
Full-time,None,None,None,None,None,None,None,"Osaka,Japan","['html', 'html5', 'javascript']"
Full-time,None,None,None,None,None,None,None,"Muko,Japan","['reactjs', 'java']"
Full-time,None,Full Stack Developer,None,None,None,None,None,"Hyderabad,India","['java', 'spring', 'spring-mvc']"
Full-time,Mid-Level,Backend Developer,None,None,None,None,On-siteandlimitedremote,"Duluth,GA",[]
Full-time,None,None,None,None,None,None,None,"Kusatsu,Japan","['vb.net', 'php']"
Full-time,None,None,None,None,None,None,None,"Bengaluru,India","['php', 'python', 'mysql']"
Full-time,Senior,None,"Cloud-Based Solutions, Internet of Things, SaaS",201–500 people,Private,None,None,"Holmdel,NJ","['c#', 'asp.net-mvc', 'javascript', 'angularjs']"
Full-time,None,None,None,None,None,None,None,"Ahmedabad,India","['php', 'ajax', 'mysql']"
Internship,Student,None,"Software Consulting, Software Development, Software Development / Engineering",501–1k people,Private,None,On-siteandlimitedremote,"Aachen,Deutschland",[]
Full-time,None,Frontend Developer,None,None,None,None,None,"ShinagawaCity,Japan","['ruby-on-rails', 'ruby', 'coffeescript']"
Full-time,None,None,None,None,None,None,None,"ItabashiCity,Japan",['reactjs']
Full-time,None,"Full Stack Developer, Mobile Developer",None,None,None,None,None,"Bengaluru,India","['reactjs', 'javascript', 'android']"
Full-time,None,None,None,None,None,None,None,"Takamatsu,Japan","['java', 'node.js', 'postgresql']"
Full-time,Senior,None,None,None,None,None,None,"Berlin,Deutschland","['java', 'design', 'scrum', 'kanban']"
Full-time,None,None,None,None,None,None,None,"中央区,Japan","['php', 'mysql', 'java']"
Full-time,"Junior, Mid-Level, Senior",None,"Digital Health, Life Sciences, Medical",10k+ people,Private,None,None,"BadHomburgvorderHöhe,Deutschland","['cloud', 'hana']"
Full-time,None,None,"Cloud Services, Customer Experience Management, Enterprise Software",10k+ people,Public,None,None,"Potsdam,Germany",['cloud']
Full-time,"Senior, Lead, Manager",Frontend Developer,"Mobile, SaaS, Security",11–50 people,Private,None,None,"PaloAlto,CA","['reactjs', 'javascript', 'ecmascript-6', 'redux-saga', 'redux']"
Full-time,None,None,None,None,None,None,None,"ChiyodaCity,Japan","['ruby', 'ruby-on-rails', 'amazon-web-services']"
Full-time,None,None,None,None,None,None,None,"ShibuyaCity,Japan","['ruby', 'ruby-on-rails', 'reactjs']"
Full-time,Senior,Backend Developer,"Financial Services, One stop shop for Payments, Payment Gateway",201–500 people,Private,None,None,"Sofia,Bulgaria","['ruby-on-rails', 'ruby', 'reactjs']"
Full-time,None,Full Stack Developer,None,None,None,None,None,"Bengaluru,India","['php', 'laravel', 'mysql']"
Full-time,None,Database Administrator,None,None,None,None,None,"Fukuoka,Japan","['java', 'php', 'oracle']"
Full-time,"Senior, Lead",Backend Developer,"Consumer Electronics, eCommerce, Marketplace",51–200 people,VC Funded,€42k - 70k (Euros),Remote,"Wien,Österreich",[]
Full-time,None,None,None,None,None,None,None,"Osaka,Japan","['c#', 'vb.net', 'c#-4.0']"
Full-time,None,None,None,None,None,None,None,"Osaka,Japan","['php', 'css', 'html']"
Full-time,None,None,None,None,None,None,None,"Numazu,Japan","['c#', 'c++', '.net']"
Full-time,Junior,Backend Developer,"Agile Software Development, Artificial Intelligence, Software Development / Engineering",51–200 people,Private,None,On-siteandlimitedremote,"Heidelberg,Deutschland",[]
Full-time,None,None,None,None,None,None,None,"MinatoCity,Japan",['php']
Full-time,None,None,None,None,None,None,None,"ItabashiCity,Japan","['ruby-on-rails', 'ruby', 'node.js']"
Full-time,None,None,None,None,None,None,None,"Kikuyo,Japan","['c#', 'c#-4.0', 'xamarin']"
Full-time,None,None,None,None,None,None,None,"Kolkata,India","['java', 'java-ee', 'spring']"
Full-time,None,None,None,None,None,None,None,"Bengaluru,India","['c#', 'c#-4.0', 'xamarin']"
Full-time,None,None,None,None,None,None,None,"Pune,India","['java', 'reactjs', 'spring']"
Full-time,"Mid-Level, Senior","Designer, Frontend Developer","eCommerce, Retail",501–1k people,Public,None,None,"München,Germany","['reactjs', 'javascript', 'user-experience', 'html', 'amazon-web-services']"
Full-time,None,None,"Machine Learning, Mobile, Software Development / Engineering",10k+ people,Public,None,None,"NewYork,NY","['java', 'c++', 'hadoop']"
Full-time,None,None,None,None,None,None,None,"Bengaluru,India","['.net', 'angularjs', 'asp.net']"
Full-time,None,None,None,None,None,None,None,"Bengaluru,India","['wordpress', 'php', 'html']"
Full-time,None,None,None,None,None,None,None,"ChiyodaCity,Japan","['amazon-web-services', 'java', 'python']"
Full-time,None,None,None,None,None,None,None,"MinatoCity,Japan","['c', 'perl', 'vb.net']"
